date,blocksize
10/03/2016,104932958
11/03/2016,98291340
12/03/2016,82663093
13/03/2016,84849324
14/03/2016,110385509
15/03/2016,106935867
16/03/2016,101669812
17/03/2016,105293428
18/03/2016,100585430
19/03/2016,87052395
20/03/2016,96462698
21/03/2016,104844751
22/03/2016,105679040
23/03/2016,100544232
24/03/2016,99095640
25/03/2016,91106258
26/03/2016,95670050
27/03/2016,88753379
28/03/2016,114670594
29/03/2016,131322550
30/03/2016,110089356
31/03/2016,104803821
01/04/2016,117569335
02/04/2016,111041430
03/04/2016,103241514
04/04/2016,111167934
05/04/2016,114960265
06/04/2016,110910583
07/04/2016,105395795
08/04/2016,103400020
09/04/2016,102912904
10/04/2016,95720814
11/04/2016,117958509
12/04/2016,123680686
13/04/2016,115991452
14/04/2016,117140660
15/04/2016,110168493
16/04/2016,93112976
17/04/2016,104167997
18/04/2016,112242252
19/04/2016,112480000
20/04/2016,114992771
21/04/2016,110500359
22/04/2016,110812430
23/04/2016,94271233
24/04/2016,96101254
25/04/2016,111059607
26/04/2016,122790133
27/04/2016,112919288
28/04/2016,121159767
29/04/2016,128429899
30/04/2016,110602082
01/05/2016,96986228
02/05/2016,117920419
03/05/2016,117512680
04/05/2016,118077259
05/05/2016,109201332
06/05/2016,111114063
07/05/2016,96978383
08/05/2016,97130052
09/05/2016,109139567
10/05/2016,114851619
11/05/2016,108131098
12/05/2016,108419162
13/05/2016,115929473
14/05/2016,116977382
15/05/2016,108099877
16/05/2016,127853664
17/05/2016,122378517
18/05/2016,133680961
19/05/2016,114657897
20/05/2016,116467085
21/05/2016,125672941
22/05/2016,111059049
23/05/2016,116328686
24/05/2016,124945206
25/05/2016,120134308
26/05/2016,110764673
27/05/2016,131790156
28/05/2016,114827512
29/05/2016,99971510
30/05/2016,128410926
31/05/2016,110111538
01/06/2016,120021558
02/06/2016,114103699
03/06/2016,118223299
04/06/2016,100026165
05/06/2016,103908376
06/06/2016,119927707
07/06/2016,112504403
08/06/2016,115522564
09/06/2016,118902480
10/06/2016,118461966
11/06/2016,108594845
12/06/2016,121186940
13/06/2016,147412043
14/06/2016,126086432
15/06/2016,139406854
16/06/2016,142697854
17/06/2016,138682307
18/06/2016,137101008
19/06/2016,127990039
20/06/2016,127968007
21/06/2016,136321591
22/06/2016,121988051
23/06/2016,128771420
24/06/2016,121605295
25/06/2016,128400847
26/06/2016,111285833
27/06/2016,114249498
28/06/2016,112484797
29/06/2016,111625647
30/06/2016,119626572
01/07/2016,116149416
02/07/2016,103527757
03/07/2016,94655917
04/07/2016,111638301
05/07/2016,114428119
06/07/2016,111656720
07/07/2016,112545555
08/07/2016,113077520
09/07/2016,98049924
10/07/2016,91386935
11/07/2016,113439997
12/07/2016,110943100
13/07/2016,105782992
14/07/2016,112579683
15/07/2016,106679332
16/07/2016,108091120
17/07/2016,105694076
18/07/2016,121226236
19/07/2016,110181030
20/07/2016,119817640
21/07/2016,107633260
22/07/2016,111454597
23/07/2016,108245567
24/07/2016,98152375
25/07/2016,119209339
26/07/2016,119072994
27/07/2016,117988793
28/07/2016,119033133
29/07/2016,120888679
30/07/2016,103549096
31/07/2016,122364078
01/08/2016,124569925
02/08/2016,132338654
03/08/2016,131314757
04/08/2016,119453622
05/08/2016,118476780
06/08/2016,102794604
07/08/2016,113711532
08/08/2016,124208432
09/08/2016,109186311
10/08/2016,126027881
11/08/2016,129070982
12/08/2016,119985859
13/08/2016,108413761
14/08/2016,104279759
15/08/2016,118226381
16/08/2016,124210107
17/08/2016,116825549
18/08/2016,123024288
19/08/2016,121783559
20/08/2016,110677554
21/08/2016,100230318
22/08/2016,124010846
23/08/2016,121858828
24/08/2016,114955948
25/08/2016,112847253
26/08/2016,111462429
27/08/2016,98913974
28/08/2016,92496213
29/08/2016,120529385
30/08/2016,128449334
31/08/2016,111855972
01/09/2016,118894295
02/09/2016,111177580
03/09/2016,97012715
04/09/2016,103704634
05/09/2016,123241840
06/09/2016,117905140
07/09/2016,123018439
08/09/2016,117231435
09/09/2016,115450843
10/09/2016,100223519
11/09/2016,97041588
12/09/2016,112604994
13/09/2016,128843759
14/09/2016,119216272
15/09/2016,115958737
16/09/2016,107673161
17/09/2016,122964582
18/09/2016,98354542
19/09/2016,111060484
20/09/2016,118181209
21/09/2016,118084398
22/09/2016,107524077
23/09/2016,109515503
24/09/2016,105557222
25/09/2016,105617598
26/09/2016,117937665
27/09/2016,127627975
28/09/2016,115781311
29/09/2016,119092742
30/09/2016,119756751
01/10/2016,111670496
02/10/2016,101313035
03/10/2016,130547673
04/10/2016,130182345
05/10/2016,131748310
06/10/2016,133211494
07/10/2016,124051855
08/10/2016,128649860
09/10/2016,109160440
10/10/2016,106444298
11/10/2016,128309325
12/10/2016,124494613
13/10/2016,116741080
14/10/2016,116782478
15/10/2016,110994520
16/10/2016,98656699
17/10/2016,116209166
18/10/2016,130486535
19/10/2016,100925218
20/10/2016,130975846
21/10/2016,129738091
22/10/2016,118287070
23/10/2016,114096513
24/10/2016,126750949
25/10/2016,131206039
26/10/2016,134466944
27/10/2016,158375359
28/10/2016,124110144
29/10/2016,115182916
30/10/2016,105235851
31/10/2016,119214688
01/11/2016,123415439
02/11/2016,120193307
03/11/2016,129054941
04/11/2016,110908551
05/11/2016,116490741
06/11/2016,111810666
07/11/2016,129460945
08/11/2016,146398944
09/11/2016,131094394
10/11/2016,135162235
11/11/2016,123034447
12/11/2016,119347737
13/11/2016,109822698
14/11/2016,135919215
15/11/2016,133288207
16/11/2016,135320569
17/11/2016,142845444
18/11/2016,137994111
19/11/2016,121108121
20/11/2016,115495198
21/11/2016,128226526
22/11/2016,128490565
23/11/2016,139808255
24/11/2016,154177679
25/11/2016,143303004
26/11/2016,144584650
27/11/2016,118296629
28/11/2016,149094264
29/11/2016,135020295
30/11/2016,129539140
01/12/2016,131328356
02/12/2016,139649336
03/12/2016,151508259
04/12/2016,126835877
05/12/2016,134168624
06/12/2016,144414164
07/12/2016,153849653
08/12/2016,133477897
09/12/2016,125593713
10/12/2016,118599587
11/12/2016,127915448
12/12/2016,125738284
13/12/2016,145052446
14/12/2016,125326274
15/12/2016,121339151
16/12/2016,128560034
17/12/2016,117652853
18/12/2016,121459709
19/12/2016,138130965
20/12/2016,133912387
21/12/2016,153270536
22/12/2016,146253955
23/12/2016,134974418
24/12/2016,117119862
25/12/2016,106940761
26/12/2016,121532586
27/12/2016,136755695
28/12/2016,142430752
29/12/2016,141059673
30/12/2016,136858129
31/12/2016,118979502
01/01/2017,108972204
02/01/2017,150235545
03/01/2017,148678057
04/01/2017,150867668
05/01/2017,137787565
06/01/2017,158477224
07/01/2017,136239912
08/01/2017,135340046
09/01/2017,125528430
10/01/2017,153555278
11/01/2017,141221502
12/01/2017,137888699
13/01/2017,126073198
14/01/2017,127755862
15/01/2017,113070299
16/01/2017,128158581
17/01/2017,142238236
18/01/2017,134076376
19/01/2017,145180161
20/01/2017,136509558
21/01/2017,125449079
22/01/2017,117373402
23/01/2017,125398334
24/01/2017,145074998
25/01/2017,147188233
26/01/2017,153936345
27/01/2017,142405567
28/01/2017,133374784
29/01/2017,144036105
30/01/2017,137536101
31/01/2017,139134217
01/02/2017,184759570
02/02/2017,143491185
03/02/2017,144652061
04/02/2017,137110525
05/02/2017,152313192
06/02/2017,122400165
07/02/2017,142797794
08/02/2017,140324793
09/02/2017,161569124
10/02/2017,142229145
11/02/2017,133948921
12/02/2017,122144290
13/02/2017,148405332
14/02/2017,149519922
15/02/2017,130672276
16/02/2017,147066076
17/02/2017,146330355
18/02/2017,145258834
19/02/2017,124738236
20/02/2017,140796749
21/02/2017,131054107
22/02/2017,134848121
23/02/2017,144106857
24/02/2017,158302181
25/02/2017,161377509
26/02/2017,164071652
27/02/2017,136101495
28/02/2017,148139805
01/03/2017,140997017
02/03/2017,150031136
03/03/2017,148778797
04/03/2017,130139301
05/03/2017,144545293
06/03/2017,137105624
07/03/2017,149153851
08/03/2017,139078646
09/03/2017,146786136
10/03/2017,154724130
11/03/2017,148638882
12/03/2017,148822702
13/03/2017,142516485
14/03/2017,150142100
15/03/2017,139725667
16/03/2017,151203800
17/03/2017,153314500
18/03/2017,147901272
19/03/2017,146694247
20/03/2017,132924680
21/03/2017,139444546
22/03/2017,156153459
23/03/2017,142833159
24/03/2017,153109006
25/03/2017,125010016
26/03/2017,112339352
27/03/2017,118925434
28/03/2017,152780977
29/03/2017,134297514
30/03/2017,157858216
31/03/2017,129671257
01/04/2017,127664458
02/04/2017,130235222
03/04/2017,154578572
04/04/2017,122232678
05/04/2017,156631068
06/04/2017,143728498
07/04/2017,158368949
08/04/2017,133496841
09/04/2017,147148441
10/04/2017,134882197
11/04/2017,160792926
12/04/2017,139524556
13/04/2017,123568498
14/04/2017,138320202
15/04/2017,148755167
16/04/2017,135403211
17/04/2017,128448535
18/04/2017,139508809
19/04/2017,140742484
20/04/2017,134410634
21/04/2017,162981867
22/04/2017,141089714
23/04/2017,144987553
24/04/2017,119423148
25/04/2017,142969528
26/04/2017,148693797
27/04/2017,142239843
28/04/2017,135547737
29/04/2017,168081664
30/04/2017,146755921
01/05/2017,146613134
02/05/2017,154877624
03/05/2017,131378395
04/05/2017,163135853
05/05/2017,124000717
06/05/2017,162108773
07/05/2017,161127686
08/05/2017,174265948
09/05/2017,153106911
10/05/2017,142104537
11/05/2017,129767764
12/05/2017,147005400
13/05/2017,150904224
14/05/2017,159914048
15/05/2017,165021037
16/05/2017,128562835
17/05/2017,152191701
18/05/2017,138394548
19/05/2017,159286774
20/05/2017,159590133
21/05/2017,145583464
22/05/2017,141152858
23/05/2017,164419108
24/05/2017,149464418
25/05/2017,159230750
26/05/2017,146692616
27/05/2017,166565434
28/05/2017,161367053
29/05/2017,147663012
30/05/2017,175527958
31/05/2017,160178218
01/06/2017,166216929
02/06/2017,143370338
03/06/2017,188362073
04/06/2017,158159746
05/06/2017,158166540
06/06/2017,149496704
07/06/2017,163700272
08/06/2017,160019344
09/06/2017,147004554
10/06/2017,136270189
11/06/2017,138039326
12/06/2017,142236417
13/06/2017,137777859
14/06/2017,135709881
15/06/2017,152140724
16/06/2017,145497031
17/06/2017,142927271
18/06/2017,135812417
19/06/2017,148933757
20/06/2017,133263181
21/06/2017,137628117
22/06/2017,137968321
23/06/2017,151820847
24/06/2017,138676458
25/06/2017,113182393
26/06/2017,140185857
27/06/2017,129683292
28/06/2017,152696196
29/06/2017,116020435
30/06/2017,147272415
01/07/2017,144768148
02/07/2017,146561660
03/07/2017,138680821
04/07/2017,137245555
05/07/2017,135521448
06/07/2017,135795262
07/07/2017,138684911
08/07/2017,141717724
09/07/2017,103447118
10/07/2017,147091608
11/07/2017,153988619
12/07/2017,156036856
13/07/2017,134287669
14/07/2017,125129048
15/07/2017,123823396
16/07/2017,136963964
17/07/2017,139902587
18/07/2017,158305599
19/07/2017,139955711
20/07/2017,150571893
21/07/2017,150383582
22/07/2017,148120669
23/07/2017,117536497
24/07/2017,159207492
25/07/2017,138269640
26/07/2017,142198807
27/07/2017,142235422
28/07/2017,137529511
29/07/2017,136935895
30/07/2017,119119592
31/07/2017,134374692
01/08/2017,108068453
02/08/2017,133468687
03/08/2017,119901950
04/08/2017,165422429
05/08/2017,155977992
06/08/2017,110100761
07/08/2017,144385767
08/08/2017,160596624
09/08/2017,131674897
10/08/2017,131491740
11/08/2017,139272610
12/08/2017,132288529
13/08/2017,145531383
14/08/2017,124184159
15/08/2017,148210625
16/08/2017,125674602
17/08/2017,175184007
18/08/2017,143038117
19/08/2017,145934729
20/08/2017,124988370
21/08/2017,112296005
22/08/2017,88837596
23/08/2017,156855196
24/08/2017,94819766
25/08/2017,93804658
26/08/2017,104812906
27/08/2017,153574312
28/08/2017,126587730
29/08/2017,148728390
30/08/2017,165206515
31/08/2017,160007570
01/09/2017,169107048
02/09/2017,132676167
03/09/2017,117928066
04/09/2017,162340636
05/09/2017,150422428
06/09/2017,146470000
07/09/2017,142567272
08/09/2017,159807850
09/09/2017,123663360
10/09/2017,108219994
11/09/2017,144307293
12/09/2017,133712970
13/09/2017,135618274
14/09/2017,139609001
15/09/2017,151951902
16/09/2017,118480362
17/09/2017,102337649
18/09/2017,115823036
19/09/2017,149255747
20/09/2017,110944710
21/09/2017,135061445
22/09/2017,111479077
23/09/2017,104659623
24/09/2017,95233321
25/09/2017,114551696
26/09/2017,132787893
27/09/2017,124800690
28/09/2017,149377728
29/09/2017,140745568
30/09/2017,108497449
01/10/2017,118670148
02/10/2017,150225359
03/10/2017,160282789
04/10/2017,112221565
05/10/2017,127254278
06/10/2017,146349291
07/10/2017,132168275
08/10/2017,139124422
09/10/2017,148367331
10/10/2017,154283614
11/10/2017,141237215
12/10/2017,149564077
13/10/2017,139467331
14/10/2017,144274223
15/10/2017,174284733
16/10/2017,159690873
17/10/2017,161798009
18/10/2017,153645745
19/10/2017,176939355
20/10/2017,177749261
21/10/2017,159132049
22/10/2017,182962093
23/10/2017,166241284
24/10/2017,173848944
25/10/2017,179389978
26/10/2017,131824168
27/10/2017,107322640
28/10/2017,85663587
29/10/2017,156773294
30/10/2017,151190843
31/10/2017,143105610
01/11/2017,162830743
02/11/2017,155609349
03/11/2017,124546111
04/11/2017,133672241
05/11/2017,147016070
06/11/2017,138925599
07/11/2017,160115293
08/11/2017,147863665
09/11/2017,156793486
10/11/2017,126001568
11/11/2017,84660106
12/11/2017,84249119
13/11/2017,145850292
14/11/2017,131508667
15/11/2017,158978416
16/11/2017,155463981
17/11/2017,172766272
18/11/2017,142498033
19/11/2017,166877892
20/11/2017,178269444
21/11/2017,182669689
22/11/2017,157696884
23/11/2017,165932399
24/11/2017,156243184
25/11/2017,163466176
26/11/2017,159460176
27/11/2017,178057430
28/11/2017,165797696
29/11/2017,184142758
30/11/2017,178406503
01/12/2017,195459494
02/12/2017,166844046
03/12/2017,184338007
04/12/2017,193362372
05/12/2017,188441219
06/12/2017,199100690
07/12/2017,158878942
08/12/2017,164011051
09/12/2017,182920334
10/12/2017,173259264
11/12/2017,181336603
12/12/2017,165564852
13/12/2017,196614029
14/12/2017,192739902
15/12/2017,178791652
16/12/2017,180675813
17/12/2017,192598768
18/12/2017,189650380
19/12/2017,148422316
20/12/2017,145900819
21/12/2017,137107356
22/12/2017,164659455
23/12/2017,147345277
24/12/2017,161749715
25/12/2017,141850704
26/12/2017,149144463
27/12/2017,166544787
28/12/2017,161397253
29/12/2017,172879363
30/12/2017,152421656
31/12/2017,169040286
01/01/2018,162767670
02/01/2018,178073859
03/01/2018,167285574
04/01/2018,179059894
05/01/2018,152671919
06/01/2018,177174339
07/01/2018,169733607
08/01/2018,174407624
09/01/2018,172954293
10/01/2018,175660366
11/01/2018,204023669
12/01/2018,187731039
13/01/2018,151181001
14/01/2018,162851954
15/01/2018,158899507
16/01/2018,166958621
17/01/2018,177389306
18/01/2018,181796855
19/01/2018,172978826
20/01/2018,196969209
21/01/2018,201491164
22/01/2018,180533363
23/01/2018,189451004
24/01/2018,188318936
25/01/2018,175431636
26/01/2018,161607231
27/01/2018,163052025
28/01/2018,162899397
29/01/2018,150689736
30/01/2018,164913948
31/01/2018,122011264
01/02/2018,168634108
02/02/2018,171776392
03/02/2018,157457564
04/02/2018,176306855
05/02/2018,204005692
06/02/2018,181479158
07/02/2018,151112857
08/02/2018,137327985
09/02/2018,145285994
10/02/2018,147975317
11/02/2018,152044792
12/02/2018,172854404
13/02/2018,169404810
14/02/2018,181834435
15/02/2018,139370240
16/02/2018,155372600
17/02/2018,144979560
18/02/2018,157588201
19/02/2018,163066620
20/02/2018,142528477
21/02/2018,166480992
22/02/2018,136924497
23/02/2018,148931360
24/02/2018,75758036
